-0:10 | Nana☆: IKZ
0:58 | KENNIII: OH MY GOD FINALLY
0:58 | shaeplays videogames: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
0:59 | kyuaaa: :elbowcough::elbowcough:
0:59 |  your hope🥭🍌: :elbowcough::elbowcough::elbowcough:
0:59 | 리빈 Livin: :elbowcough::elbowcough::elbowcough:
0:59 | niko | primrose: HERE WE GOOOOOO:elbowcough::elbowcough::elbowcough:
0:59 | みたらしmitarasi: :elbowcough::elbowcough::elbowcough:
0:59 | Kiwi!!🥝: :elbowcough::elbowcough::elbowcough::elbowcough:
0:59 | Skw972: TEN TEN!
0:59 | PointlessLock🍉: IKZZZZZ
0:59 | Hamma: :elbowcough::elbowcough::elbowcough:
0:59 | ina🍒: :elbowcough::elbowcough::elbowcough:
0:59 | Xin: :goodvibes::goodvibes:
0:59 | behindzero: :yougotthis::yougotthis::yougotthis:
0:59 | Lostwig: IKZZZZ :elbowcough::elbowcough::elbowcough::elbowcough:
0:59 | Thea Alipat: Hi Zali
1:00 | Coreopsis🥀: :elbowcough::elbowcough::elbowcough:
1:00 | 沙羅-shara-: ＩＫＺＺＺＺ.ᐟ.ᐟ
1:00 | Yu ting: IKZZZZZZ
1:00 | 0304 xuan: :elbowcough::elbowcough::elbowcough:
1:00 | Tofu 🐣: :elbowcough::elbowcough::elbowcough:
1:00 | EyWhoえふ: IKZZZZZ ZALIIIIIII
1:00 | Kazuha: ZALIII
1:00 | Snow: TEN TEN !!!!
1:00 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00 | lovewave: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00 | Kiwi♡: TEN TEN
1:01 | idiot sandwich: hi:croissant::croissant:
1:01 | xiaofishu: Love this guy i swear :elbowcough:
1:01 | Skw972: TEN TEN!
1:01 | あちゃ: :elbowcough::elbowcough::elbowcough:
1:02 | Unkodesu: Ganba Zali! :blue_heart:
1:02 | Amaya Violet: :elbowcough::elbowcough::elbowcough::elbowcough:
1:02 | 羏子: :roll_of_paper::roll_of_paper::roll_of_paper::roll_of_paper:
1:02 | Benilde: :elbowcough::elbowcough::elbowcough:
1:02 | zenstta: IKZZZ
1:02 | Xin: :elbowcough::elbowcough::elbowcough:
1:02 | Ayu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:03 | lovewave: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:03 | Melody: :elbowcough::elbowcough::elbowcough:
1:03 | ☾ 𝓒𝓾𝓽𝓲𝓮 𝓟𝓲𝓮 𝓭𝓸𝓮𝔃 𝓖𝓐𝓒𝓗𝓐 ☽: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:03 | Halcyon ʕ•̀ o • ʔ: :elbowcough::elbowcough::elbowcough:
1:03 | Hatsu: :elbowcough::elbowcough::elbowcough:
1:03 | Lili: :elbowcough::elbowcough::elbowcough:
1:03 | Riri 🌧: IKZ
1:03 | fireheartfrost 🃏🔪: I HAVW A CLASS THIS IS ARCHIVED RIGHT
1:03 | Kalin: IKZZ
1:03 | MALICE: :elbowcough::elbowcough::elbowcough::elbowcough:
1:03 | Maximum: :elbowcough::elbowcough::elbowcough:
1:03 | XI: WPOO
1:03 | もえそちゃん(moeso-chan): :elbowcough::elbowcough::elbowcough:
1:04 | kyuaaa: :elbowcough::elbowcough::elbowcough::elbowcough:
1:04 | Kazuha: HEY
1:04 | lucha_yato🦁🧻: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:04 | Skw972: TEN TEN!
1:04 | Egg🥢: :elbowcough::elbowcough::elbowcough:
1:04 | arianime: :elbowcough::elbowcough::elbowcough:
1:04 | Meiven: :elbowcough::elbowcough::elbowcough:
1:05 | hikarinaur: IKZZZZZZ
1:05 | PIRVOXIN: ganba zali!!:elbowcough::elbowcough::elbowcough:
1:05 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough:
1:05 | 김야요 yayo: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:05 | Mistyyy: :elbowcough::elbowcough::elbowcough:
1:05 | Aileen: ikzzzz:elbowcough::elbowcough::elbowcough:
1:05 | Reichi: :elbowcough::elbowcough::elbowcough:
1:05 | bébé: :elbowcough::elbowcough::elbowcough:
1:05 | Dot's girl: :elbowcough::elbowcough::elbowcough:
1:05 | Halcyon ʕ•̀ o • ʔ: :elbowcough::elbowcough::elbowcough:
1:05 | zel: :elbowcough::elbowcough::elbowcough:
1:05 | lovewave: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:06 | hato: わくわく！
1:06 | Sinann ☽☾: :elbowcough::elbowcough::elbowcough:
1:06 | Vanneko🐱: :elbowcough::elbowcough::elbowcough:
1:07 | Yuri: This is such a banger
1:07 | Nana☆: IKZZZ
1:07 | Sugar030: :elbowcough::elbowcough::elbowcough:
1:07 | Fei: IKZ ZALII!! 
1:07 | vxn.: :elbowcough::elbowcough::elbowcough:
1:07 | Tora: IKZZZZZ
1:07 | Lulu's Flametastic: :elbowcough::elbowcough::elbowcough::elbowcough:
1:07 | Kiwi♡: :virtualhug::virtualhug::virtualhug::virtualhug:
1:07 | Feline Fortuna: :purple_heart::blue_heart::purple_heart::blue_heart:
1:07 | Like Wize: yayyyyy
1:07 | Villus: HI ZALI
1:07 | Hatsu: :elbowcough::elbowcough::elbowcough:
1:07 | Xin: :elbowcough::elbowcough::elbowcough::elbowcough:
1:07 | Bel: :elbowcough::elbowcough::elbowcough:
1:07 | ambie: :roll_of_paper::roll_of_paper::roll_of_paper:
1:08 | きちこ: IKZZZZZZZ
1:08 | charlie: :elbowcough::elbowcough::elbowcough:
1:08 | Akiryu Vel: :elbowcough::elbowcough::elbowcough:
1:08 | Sakura: :elbowcough::elbowcough::elbowcough:
1:08 | North Polaris: IKZZZZZZZ ZALIIIKUNNN
1:08 | みたらしmitarasi: てん！てん！:elbowcough::elbowcough::elbowcough:
1:08 | lovewave: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:08 | Lemonade🍋: Let's go!!!:elbowcough::elbowcough:
1:08 | はね: :elbowcough::elbowcough::elbowcough:
1:09 | Upei-うぺぃ-: TEN TEN:elbowcough::elbowcough::elbowcough:
1:09 | Lovely Neko: HERE WE GO:elbowcough::elbowcough::elbowcough::elbowcough:
1:09 | Somaii: Hi everyone ^^
1:09 | kyuaaa: TEN TENN:elbowcough:
1:09 | Kiwi♡: :virtualhug::virtualhug::virtualhug:
1:09 | jeah: TANGINA IKZA
1:09 | LaraMae: Let’s go Zali 
1:09 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough:
1:10 | Sky (スカイ): IKZ
1:10 | PeaceSora: IKZ
1:10 | LIAHO LISTRA: BGM GOOOOO
1:10 | katie: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:10 | kat katalin: lezzz goooo
1:10 | Stupid dog🐶笨狗: IKZZ
1:10 | Dusk♡: IKZ!
1:10 | Maria: :elbowcough::elbowcough::elbowcough:
1:10 | Krackerz: :elbowcough::elbowcough::elbowcough:
1:10 | Luna: :elbowcough::elbowcough::elbowcough::elbowcough:
1:10 | CR: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:10 | Ayuki Holmes: :elbowcough::elbowcough::elbowcough:
1:10 | sen: :elbowcough::elbowcough::elbowcough::elbowcough:
1:11 | Blue | Has no cat ears: TEN TEN
1:11 | Miryeoon: IKZZZ
1:12 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough:
1:12 | 留衣(Rui): IKZZZZZ!!!!!
1:12 | Jenna: :elbowcough::elbowcough::elbowcough:
1:12 | Himari🌸💗: :heart_exclamation::heart_exclamation::heart_exclamation:
1:12 | Mr. Krabs: ikzz
1:12 | ⊹ Allie 🎀: :elbowcough::elbowcough::elbowcough:
1:12 | Nota🐲: Hi chat!:elbowcough:
1:13 | Janzu: :elbowcough::elbowcough::elbowcough:
1:13 | ina🍒: :elbowcough::elbowcough::elbowcough:
1:13 | imfaaaaaayns👟: GANBARE ZALIIIIII
1:14 | UIK-: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:14 | Sanya Sheik Hassen: Let’s gooooooo:elbowcough::elbowcough::elbowcough::elbowcough:
1:14 | nisriena: YOOOO IKZZZ
1:14 | Vantage: :elbowcough::elbowcough::elbowcough:
1:14 | yuuka: :elbowcough::elbowcough::elbowcough:
1:14 | ひとみHitomi: :elbowcough::elbowcough::elbowcough:
1:14 | chels: :elbowcough::elbowcough::elbowcough::elbowcough:
1:14 | syss: LETS GOO
1:14 | Sika 鹿(しか): TEN TEN:elbowcough::elbowcough::elbowcough::elbowcough:
1:14 | Saress: ikzzzzzzzz
1:15 | yjen: :elbowcough::elbowcough::elbowcough:
1:15 | 紙巾: :elbowcough::elbowcough::elbowcough::elbowcough:
1:15 | murr: IKZZZ :elbowcough::elbowcough::elbowcough::elbowcough:
1:16 | VezkiD🧻🌨️: let's have fun(ᵔ◡ᵔ)
1:16 | akeishi: zali ikzzz!!!
1:16 | mintybreeze: ganbare zali!!
1:17 | Lilyy: :elbowcough::elbowcough::elbowcough:
1:17 | GI-NA🧻: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:17 | ぺこたん-Peco: :elbowcough::elbowcough::elbowcough:
1:17 | Benilde: :elbowcough::elbowcough::elbowcough:
1:17 | もえそちゃん(moeso-chan): :elbowcough::elbowcough::elbowcough:
1:17 | reiraレイラ: GANBAAAA
1:17 | soo: :elbowcough::elbowcough::elbowcough:
1:17 | IceBee🌟: :elbowcough::elbowcough::elbowcough:
1:17 | 🦋 l e x i 🦋: LETS GOOOOOOOO
1:17 | EyWhoえふ: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
1:17 | ⊹ Allie 🎀: :elbowcough::elbowcough::elbowcough::elbowcough:
1:18 | Luunayuki_: :elbowcough::elbowcough:
1:18 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:18 | KENNIII: I ACTUALLY FINALLY MADE IT TO A LIVE
1:18 | yooQui: IKZ ZALIIII:elbowcough::elbowcough::elbowcough:
1:18 | maya 💛: :elbowcough::elbowcough::elbowcough:
1:18 | QuirksDaBomb: :elbowcough::elbowcough::elbowcough:
1:18 | Мария Баскакова: Hello
1:18 | Xin: :elbowcough::elbowcough::elbowcough::elbowcough:
1:18 | Snow: QUASOOOO
1:19 | Upei-うぺぃ-: :elbowcough::elbowcough::elbowcough:
1:19 | Malenda: :elbowcough::elbowcough::elbowcough:
1:19 | miloxo: :elbowcough::elbowcough::elbowcough:
1:19 | Shelly K.: :elbowcough::elbowcough::elbowcough:
1:19 | sen: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:19 | Tora: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
1:20 | Timothy Sinclair: set list yet?
1:20 | yoisvrs: :elbowcough::elbowcough::elbowcough:
1:20 | Vientuz: :hand-pink-waving::hand-pink-waving::hand-pink-waving:
1:20 | ⪨Lazy⪩: :virtualhug:hihi:virtualhug:
1:20 | akich: Let's go~
1:20 | ☆ Neku ☆: LETS GO ZALIIIII
1:20 | Zel Akushiro: HI ZALIIII :purple_heart::blue_heart::purple_heart::blue_heart:
1:20 | Bel: :virtualhug::virtualhug::virtualhug:
1:20 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:21 | isu niim 🍊: HI CHAT !!
1:21 | chels: LETSGOOOO :elbowcough::elbowcough::elbowcough::elbowcough:
1:21 | Klep: WOOOOOOO
1:21 | Laz3.: ＩＫＵＺＯ
1:21 | YiMo: :elbowcough::elbowcough::elbowcough:
1:22 | Xin: :elbowcough::elbowcough::elbowcough:
1:22 | 紙巾: :elbowcough::elbowcough::elbowcough::elbowcough:
1:22 | katie: HAPPY 100K ZALI:elbowcough::elbowcough::elbowcough::elbowcough:
1:22 | Emil is a [redacted]-orphan🐘: :elbowcough::elbowcough::elbowcough:
1:22 | Cheenichiii: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:22 | Psycho Pearl: :elbowcough::elbowcough::elbowcough:
1:22 | 思雨[シウ]: :elbowcough::elbowcough::elbowcough:
1:22 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:22 | Orbital: :elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread:
1:22 | yzabel ♡: IKZZZZZ
1:22 | かなみ 學不會日文T^T: IKZZZZZ
1:22 | Hatsu: :elbowcough::elbowcough::elbowcough:
1:22 | Egg🥢: Your voice is so good
1:22 | ycfths【⚡️】: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:23 | jeah: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:23 | x.ngie_xx: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:23 | Himari🌸💗: :roll_of_paper::roll_of_paper::roll_of_paper::roll_of_paper::roll_of_paper::heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:
1:23 | Koe🔮🧻: :elbowcough::elbowcough::elbowcough:
1:23 | Yunemi: :elbowcough::elbowcough::elbowcough:
1:24 | Lei: :elbowcough::elbowcough::elbowcough:
1:24 | LIAHO LISTRA: Always going so hard !
1:24 | 老千ChienChien🦁👹: :elbowcough::elbowcough::elbowcough:
1:24 | Shirley: :elbowcough::elbowcough::elbowcough:
1:24 | eisa: karaoke lets goooooo
1:24 | kyuaaa: :elbowcough::elbowcough:
1:24 | Yuu˙Ⱉ˙: :elbowcough::elbowcough::elbowcough:
1:24 | Lilly Hong: :elbowcough::elbowcough::elbowcough:
1:24 | 《°•Mystic Zen•°》: Zali time
1:25 | Adaleigh hernandez: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:25 | Benilde: :elbowcough::elbowcough:
1:25 | イクミ: :elbowcough::elbowcough::elbowcough:
1:25 | Honey🔗🤲: ikzzz
1:25 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:25 | Lian Niongazer: :elbowcough::elbowcough::elbowcough:
1:25 | Xin: :elbowcough::elbowcough::elbowcough::elbowcough:
1:25 | Sophie Kreideprinzessin: WOOOO
1:25 | vaii ♡: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:25 | Nagisa: IKZ
1:25 | imfaaaaaayns👟: WOOOOOOO
1:25 | Ezlo The Wizard: :elbowcough::elbowcough::elbowcough:
1:25 | Lilyy: ga ba zaliiii
1:26 | jeah: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:26 | モコ-Moko: :elbowcough::elbowcough::elbowcough:
1:26 | ReiMiNya: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:26 | Oriaj Syno: Is it archived?
1:26 | Kaufie: TEN :elbowcough: TEN :elbowcough:
1:26 | myaaaaa: IKZZZZZ :elbowcough::elbowcough:
1:27 | 欣xin.⁵²⁷: :elbowcough:TEN TEN:elbowcough:
1:27 | Koun Vapor: :elbowcough::elbowcough::elbowcough:
1:27 | KENNIII: :elbowcough::elbowcough::elbowcough::elbowcough:
1:28 | nina aaa: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:28 | sen: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:28 | shrimp ☆: :elbowcough::elbowcough::elbowcough:
1:28 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:28 | Staar: IKZ:elbowcough:
1:29 | EERIENA LE NOIR: :elbowcough::elbowcough::elbowcough:
1:29 | niko | primrose: :elbowcough::elbowcough::elbowcough:
1:29 | saffrina ainaa: lesgooo
1:29 | Rin kazama: :baguette_bread::baguette_bread::baguette_bread:
1:29 | Himari🌸💗: :heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation:
1:30 | yusi.: IKZZZZZZZ
1:30 | ina🍒: yes this is archived
1:30 | Bored person online: First time watching live:purple_heart:
1:30 | imfaaaaaayns👟: WE LOVE YOUUUU
1:30 | Zennetha💫: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:30 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:30 | Anna95: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:30 | Goth Parappa: :elbowcough::elbowcough::elbowcough:
1:31 | xXSunnybooXx: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:31 | itz_nøva: IKZ
1:31 | Mychu: :elbowcough::elbowcough::elbowcough:
1:31 | North Polaris: TEN TENNN:elbowcough::elbowcough::elbowcough::virtualhug::virtualhug:
1:31 | jeah: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:31 | IceBee🌟: :elbowcough::elbowcough::elbowcough::elbowcough:
1:31 | Librum Omni: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:32 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:32 | Gelatina: yeaa
1:32 | Upei-うぺぃ-: let's gooooo
1:32 | Truvie Marcelo: ZALOOOOOOOOOOOOOOOOOOOOOO
1:32 | senchan: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:33 | Laz3.: Hallloooooooo
1:33 | Kiwi♡: BONJOUR EVERYONE TEN TEN
1:33 | sandi ★: :elbowcough::elbowcough::elbowcough:
1:33 | Lulu's Flametastic: :elbowcough::elbowcough::elbowcough:
1:34 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:34 | Lucille: :elbowcough::elbowcough::elbowcough:
1:34 | Ayu Dartini: WOOOOOOO
1:34 | w: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:35 | KENNIII: :elbowcough::elbowcough::elbowcough::elbowcough:
1:35 | Ace: TEN :elbowcough: TEN :elbowcough:
1:35 | Emil is a [redacted]-orphan🐘: IKZ NIJI CONCERT:elbowcough::elbowcough::elbowcough:
1:35 | Dddddf: :elbowcough::elbowcough::elbowcough::elbowcough:
1:35 | Lilly Hong: Good morning everyone :elbowcough:
1:35 | Cheenichiii: HELLO CHATTTT
1:35 | Halcyon ʕ•̀ o • ʔ: :elbowcough::elbowcough::elbowcough:
1:35 | wanii: :elbowcough::elbowcough::elbowcough:
1:35 | corri: WOOOO
1:35 | Ayuki Holmes: :elbowcough::elbowcough::elbowcough:
1:35 | keepmeowwarm: :elbowcough::elbowcough::elbowcough:
1:35 | ina🍒: :elbowcough::elbowcough::elbowcough:
1:35 | Selene: :elbowcough::elbowcough::elbowcough:
1:35 | Ren: :elbowcough::elbowcough::elbowcough::elbowcough:
1:35 | sen: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:36 | HektorsMan: Congrats on 100k! perfect timing for a Karaoke!!
1:36 | カナ‪.*·̩͙‬ Kana: hello chat
1:36 | 赫魁 Heque ฅ●ω●ฅ: :elbowcough::elbowcough::elbowcough:
1:36 | Aki 🎀: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:TEN TENN
1:36 | 0304 xuan: :elbowcough::elbowcough::elbowcough::elbowcough:
1:37 | epikaraara: :elbowcough::elbowcough::elbowcough::elbowcough:
1:37 | 🍇葡萄子: hiiii
1:37 | M G.-R.: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:37 | Lilyy: ganba zaliiii
1:37 | Chichi: :elbowcough::elbowcough::elbowcough:
1:37 | ciao ciao: :cat-orange-whistling::cat-orange-whistling::cat-orange-whistling:
1:37 | Upei-うぺぃ-: :elbowcough::elbowcough::elbowcough:
1:37 | Himari🌸💗: :heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation::roll_of_paper::heart_exclamation:
1:37 | sooooou: IKZZZ
1:37 | Nox Fyre :3: :elbowcough::elbowcough:
1:38 | 章魚節快樂: :elbowcough::elbowcough::elbowcough:
1:38 | UIK-: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:38 | xXSunnybooXx: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:38 | hia: :elbowcough::elbowcough::elbowcough:
1:38 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:38 | KENNIII: :elbowcough::elbowcough::elbowcough::elbowcough:
1:38 | cyndaquill: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:38 | くーまー[ku-ma-]: :elbowcough::elbowcough:てん！てん！
1:39 | Miryeoon: :elbowcough::elbowcough::elbowcough:
1:39 | Hanna: :elbowcough::elbowcough::elbowcough:
1:39 | ycfths【⚡️】: IKZZZZZZ
1:39 | Benilde: :elbowcough::elbowcough::elbowcough:
1:39 | 白鴉まひな hakua mahina: :elbowcough::elbowcough::elbowcough::elbowcough:
1:40 | Vanneko🐱: :elbowcough::elbowcough::elbowcough:
1:40 | Bullet: TEN TEN
1:41 | Sarah: :elbowcough::elbowcough::elbowcough:
1:41 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:41 | Miru: hii
1:41 | KENNIII: :elbowcough::elbowcough::elbowcough:
1:41 | カナ‪.*·̩͙‬ Kana: :elbowcough::elbowcough:
1:41 | Kiwi♡: :chillwcat::chillwcat:
1:42 | Shelly K.: IKZZZZZZ
1:42 | reiraレイラ: :elbowcough::elbowcough:
1:42 | sooooou: HI CHAAAT
1:42 | 留衣(Rui): :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:42 | Kaufie: WOOO ZALI IKZZ
1:42 | Yuzo: Let’s gooo zeli 
1:42 | Roku 禄: :elbowcough::elbowcough::elbowcough::elbowcough:
1:42 | Upei-うぺぃ-: :elbowcough::elbowcough::elbowcough:
1:42 | keepmeowwarm: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:43 | sae: :elbowcough::elbowcough::elbowcough:
1:43 | Phandemo Lotha: TEN TEN!:elbowcough::elbowcough:
1:43 | Snow: WOOOOOO
1:43 | shyflouf: elbowCoughelbowCoughelbowCough
1:43 | Xin: :elbowcough::elbowcough::elbowcough::elbowcough:
1:43 | nashy: :elbowcough::elbowcough::elbowcough:
1:43 | kai: hellooo
1:43 | sen: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:43 | Lilyy: let's gooo
1:44 | Why EuEu: :elbowcough::elbowcough::elbowcough:
1:44 | Bullet: :elbowcough::elbowcough::elbowcough::elbowcough:
1:44 | IceBee🌟: :elbowcough::elbowcough::elbowcough::elbowcough:
1:44 | 🍞PANdayo 🍞: congrats on 100k :purple_heart::purple_heart::purple_heart:
1:44 | hyunberry : :elbowcough::elbowcough::elbowcough::elbowcough:
1:44 | 野攸Yayu: :elbowcough::elbowcough::elbowcough::elbowcough:
1:44 |  your hope🥭🍌: :elbowcough::elbowcough::elbowcough:TEN TEN
1:44 | Stormy: :elbowcough::elbowcough::elbowcough:
1:45 | Reiko: :elbowcough::elbowcough:
1:45 | KENNIII: :elbowcough::elbowcough::elbowcough::elbowcough:
1:45 | Marshall: TEN:elbowcough:TEN:elbowcough:
1:45 | keepmeowwarm: :baguette_bread::baguette_bread::baguette_bread:
1:45 | Betty Potato: :elbowcough::elbowcough:
1:45 | nerurA: ikzzz:elbowcough::elbowcough::elbowcough:
1:46 | mrshhmllow[pie]: :elbowcough::elbowcough:
1:46 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:46 | Biidaoo: :elbowcough::elbowcough::elbowcough:
1:46 | しゅうくん: LETS GOOOOOOOOOOOOOOOOO
1:46 | Huỳnh Anh: :elbowcough::elbowcough::elbowcough::elbowcough:
1:46 | 桃也toya: :elbowcough::elbowcough::elbowcough:
1:46 | Shinシン: :hand-pink-waving::hand-pink-waving::hand-pink-waving:
1:46 | Yua: :elbowcough::elbowcough::elbowcough::elbowcough:
1:46 | sooooou: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:47 | xXSunnybooXx: ZALIIIIIIII
1:47 | Allen: :elbowcough::elbowcough::elbowcough::elbowcough:
1:47 | Danger: :elbowcough::elbowcough::elbowcough:
1:47 | 鹽巴🧂: :elbowcough::elbowcough::elbowcough:
1:47 | imfaaaaaayns👟: WOOOO
1:47 | Yuuちゃん: HIIIII
1:47 | Bernice: :elbowcough::elbowcough::elbowcough:
1:47 | ちゃめ【Chame】: :elbowcough::elbowcough::elbowcough:
1:48 | EraeLiu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:48 | Shelly K.: :elbowcough::elbowcough::elbowcough:
