-0:32 | こなぐすり: やしきずの悲鳴が聴こえる……(幻聴)
5:28 | かぼす: サムネの鍋で1OUT、畳にIHで2OUT、衛生観念で3OUTゲームセットって所か？
5:29 | こなぐすり: 監督！畳に回鍋肉が！
5:29 | ポルコ: 社の喉と血管が心配だよ
5:29 | まっしろ: どこまでが回鍋肉か
5:29 | NINO: たのしみ
5:31 | Takaya Kuroda: 今日の犠牲者はやしきずか
5:32 | Dainy Dainy: 4番　セカンド　KOTOKA
5:32 | あしゅら伯爵: もう怒られてる？
5:33 | いくら: 概要欄読んどけ〜
5:34 | Kom Yam: これが やしきずの最後の配信になるなんてね・・・（悶絶ｗ）
5:34 | 明太子: もう監督に怒られてる？
5:34 | H.H.: 鍋の底製クレープからの
5:34 | HORI: 回鍋肉・・・まず肉を茹でること知ってるよな
5:34 | 麦チョコ: そもそも炒められるのか？
5:35 | ワチひろみ: もしかして、今救急車予約してる‥？
5:36 | k I: 社逃亡中・・・？
5:36 | WSDR-1: VoxYashiro was good man
5:40 | ねここねこ: 死が確定演出なんだが。
5:40 | てるる: 外に救急車待機
5:41 | (Member (2 months)) ポジヘメ: 社先生がんばれー
5:42 | ねるふり: てか味噌って持ってる？
5:42 | やなゆはわ: #社生きろ
5:43 | (New member) フヨウ: もう普通に鍋の方が見てて安心だよ
5:44 | エバアシガン: 回鍋肉の提案社なんだとしたら要点押さえればとりま形にはなるからGJ
5:45 | maho m: 材料コトカの想像か…
5:45 | 橘 都奈[ﾀﾁﾊﾞﾅ ﾐﾔﾅ]: サムネは鍋！
5:46 | (Member (6 months)) Leafdew: pray for yashiro senpai
5:47 | あおさぎ: コトカの家に味噌あるかな
5:48 | 夜鷹: 寝てる？
5:48 | わかはげ: サポセン社の出番かぁ
5:48 | ゆめ: 楽しみ～
5:49 | babicas: ・材料はすべて生徒の想像で揃えること。・足りない材料がある場合、生徒の家に　あるものであれば使用OKとする。
5:50 | ソーマ: クックドゥ持って来たら勝ち
5:52 | ニヤ: やしきずが何回ぶちぎれるか楽しみだわｗ
5:52 | 狸まるっと: 正直クックドゥでしか作ったことないわ
5:53 | こうちゃまる: 生きてる？
5:56 | 青空の鈴: 「おい！バ◯ヤロー！」とかの叫びもう予想出来ます
5:56 | えとけん先生: 畳よ、生きているか？
5:56 | 柿ノ字: 頑張れ…
5:57 | しげわら: やしきずは…もう…既に…
5:59 | kou: 既に指導受けてる説ある？
6:00 | デジタルデトックス: rolling clay pot
6:00 | (Member (6 months)) Leafdew: salute to yashiro san o7
6:00 | ドデン三式: 料理楽しみ！
6:00 | 好き家: デビ様も追加しよう
6:03 | godflower: お
6:04 | うえ様 : 神回確定
6:04 | ba mi: このアニメってこんなガタガタな動きだっけ？
6:04 | ハチ公閣下: 賞味期限切れがありませんように
6:05 | わっしー: あっ
6:05 | (Member (6 months)) Michael M: :_cheer::_cheer::_cheer::_cheer:
6:05 | 雨日_huruhi: お
6:06 | (Member (2 months)) STARLESS2 ⚡️🍡: :_cheer::_cheer::_cheer:
6:06 | 雨粒: what
6:06 | (New member) 竈門しまじろう: はじまったか
6:06 | 37.0℃: きちゃぁぁ
6:06 | Sao: きた！
6:06 | はすの: きたぁ
6:06 | 明太子: きちゃ
6:06 | あふなめ: きちゃ
6:07 | つ。: ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!
6:07 | ゲッコウ: 味噌鍋で煮込んでくれたらそれでええ
6:07 | naoya: きちゃ
6:07 | S kiyo: hi
6:07 | (Member (6 months)) Leafdew: wtf
6:08 | ジジ猫: きちゃ
6:08 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: きたぁぁぁぁぁ！
6:08 | 野菜好き: きちゃ
6:08 | 彼岸場 なつむ: 社さんは家族とかいはりますよね？
6:08 | 白九: 調理工程途中で嘆きつつ胃にダメージがいくだろうな
6:08 | おりじんみ: きちゃ
6:08 | (Member (2 months)) iZea: :_cheer::_cheer::_cheer:
6:08 | 熊工廠: きちゃ
6:08 | まる: きたあああああ
6:08 | エバアシガン: せめて醤油は…あるよね…？
6:08 | ウルといっしょ: きちゃ
6:09 | なすな: あぁ
6:09 | しー[si:]: きちゃった。。。
6:09 | (New member) Harutina: きちゃぁああああああああああ
6:09 | Jumana: :face-fuchsia-tongue-out::face-fuchsia-tongue-out:
6:10 | KOOMAコーマ: お
6:10 | NA NA: foooo!!!
6:10 | S kiyo: helloooooooooooooooo
6:10 | こちぺけ2: サムネから嫌な気しかしない
6:10 | (Member (6 months)) Karasus: :_cheer::_cheer::_cheer:
6:10 | ボンｰBon-: きたきた！！
6:10 | 味噌: お
6:11 | 𝒄𝒉𝒂𝒎𝒂𝒓𝒖: きちゃ
6:11 | キウイ: 来てしまった､､､､
6:11 | たべのこし: きちゃ！
6:11 | BTB / ビーティービー: きちゃ
6:11 | エンバー: はじまった、、、
6:11 | なる猫: kusa 
6:11 | あおむし:: お
6:11 | 桃鬼: コトコトクッキングうおおおおおおおっ！！！！！！！！！！
6:11 | トキワ: アカン
6:12 | (Member (6 months)) DoJ: きちゃ
6:12 | 長月美香: デュエル開始ィィイ！！！！ 
6:12 | KICKS: お
6:12 | るぅ: お
6:12 | godflower: きちゃ
6:12 | (Member (2 months)) 𝕊𝔸ℕ𝔸: きちゃ〜！
6:12 | ざざざががが: 始まってしまった
6:12 | 蒟蒻: きちゃ……ったぁ……
6:12 | (Member (1 month)) ヴエロエルコ: きTら
6:12 | さえ(Sae): やしきずの「お前さぁ」待ち
6:12 | スノウ: ハジマタ！
6:13 | ねここねこ: きちゃー！！
6:13 | (New member) ZenBoze: OP
6:13 | グリム: オイスターソースあればワンチャンいける
6:13 | ばびお: きちゃ！
6:13 | (Member (6 months)) Leafdew: lmaaoooo
6:13 | 麦チョコ: きちゃ
6:13 | Denise Yang: 回鍋肉って辛い肉ってイメージあるけどさ
6:14 | 藤井まほ: おお！
6:14 | きのみ: うわぁぁぁ始まってしまった
6:14 | 夜鷹: きた！
6:14 | Say Hay: ??
6:14 | (New member) フヨウ: なんだこれ
6:14 | カルパス: きちゃ
6:14 | melc Tr: :grinning_squinting_face: 
6:15 | りゅう: サムネは敢えて現在の理解度を表しているのだとしたら上手い
6:15 | ナタ: OPの完成度は一級品
6:15 | ほのしな: きちゃ
6:15 | chia lin lin: ikzzzz
6:15 | 現: キター！！！
6:15 | Goi: お
6:16 | ゆってぃ: きちゃ
6:16 | こんぱる: きちゃ
6:16 | (Member (2 months)) ポジヘメ: ディスカバリークッキングうおおおお
6:16 | Aina: きちゃ！
6:16 | あこ: きちゃあ
6:16 | アリス☆: きちゃ！！
6:16 | (Member (6 months)) リウ: :_kforkotoka::_iforidk::_tforkotoka::_aforkotoka::_aforkotoka::_aforkotoka::_aforkotoka:
6:16 | あっちゃん: きちゃ
6:17 | はうはう: なんだこのOPはぁ！？
6:17 | (Member (6 months)) Jin The Great: :_cheer::_cheer::_cheer::_cheer::_cheer:
6:18 | オハナ[Ohana]: おおおおおお
6:18 | らのよし: きてもーた…
6:18 | るぅ: きちゃ！
6:18 | ヒラヤメ: これすき
6:18 | godflower: 来てしまった、、
6:18 | よわぴー: きちゃー！
6:18 | (Member (6 months)) Taitejhin: gyakotsu Kotokoto cooking!!! :_cheftoka::_cheftoka::_cheftoka:
6:19 | メルト: お
6:19 | のあ: きちゃ！！！
6:19 | イズミ: はじまった！
6:20 | Takaya Kuroda: きてしまった
6:20 | 兎餅: きた!
6:20 | R maro: きた
6:20 | 醜女ちゃんネル: ディスカバリーチャンネルｗｗｗ
6:20 | (Member (6 months)) Mick McBaldy: :_cheer::_cheer::_cheer::_cheer:
6:21 | Denise Yang: キターーーー
6:21 | hitagi h: 失敗は社のせいだから安心して見てられる
6:21 | ならいと: 炒めモノであれば成功だと思う
6:21 | (Member (6 months)) アマツボシamatsu-boshi: :_cheer::_cheer::_cheer:
6:21 | あおさぎ: きちゃ
6:22 | てるる: きちゃった
6:22 | (Member (1 month)) chinomisa: :_cheer::_cheer::_cheer:
6:23 | Labra: ？！
6:23 | (Member (6 months)) Leafdew: lmaaoo what is this lmaaaao
6:23 | zephyr: きちゃ！
6:24 | (Member (2 months)) Y: :_cheer::_cheer::_cheer:
6:24 | (New member) ふちありおかめ: 電ドラ食うな
6:24 | さくら貝: きた！
6:24 | キウイ: OPから不穏
6:24 | (New member) 竈門しまじろう: :_laugh::_laugh::_laugh:
6:24 | 結城: はじまった・・・はじまって・・しまった・・・
6:24 | MrKharos: woah
6:25 | (Member (6 months)) Michael M: :_cheer::_cheer::_cheer:
6:25 | バク: koto〜！！
6:26 | ジンベエザメ: きた
6:26 | MZ: こんこと
6:26 | (Member (2 months)) ゆたまご: :_sforsus::_tforkotoka::_aforkotoka::_rforidklol::_tforkotoka::_cheer:
6:26 | (New member) サケ: こんばんは～
6:26 | 錫翔-スズカケ-: もう怖えよ
6:27 | (Member (2 months)) Iris Cheng: :_sforsus::_tforkotoka::_aforkotoka::_rforidklol::_tforkotoka::_cheer:
6:27 | じょば: 始まっちゃったよ
6:27 | Fumi: きてしまった…
6:27 | 【WD】 8man: you will be remembered yashiro
6:27 | takasou: きたわね
6:28 | K Y: :washhands::washhands::washhands:
6:28 | りきゅう: あがるなあｗ
6:28 | ba mi: :cyclone:
6:28 | ゲッコウ: きたわね
6:28 | まぐ: 草
6:29 | (Member (6 months)) ひらり: 鍋だ。
6:29 | 夜鷹: いつもの畳
6:29 | きのみ: ヒィ
6:30 | ポムポムペイン: ！？
6:30 | 小林壯太朗: 草
6:30 | godflower: こんばんは～
6:30 | (Member (1 month)) ヴエロエルコ: はじまっちまったか
6:30 | はすの: 鍋がw
6:30 | (Member (2 months)) 芋猫: ぎゃこつ〜:_heart:
6:30 | イズミ: デュエル開始ィイイイイイ！！！
6:30 | dekarucha: 草
6:30 | 佐倉なつめ: きた
6:30 | ぽん太郎: なんだこれは
6:30 | ponytale: 始まってしまった…
6:30 | てるる: さて
6:30 | k I: 来てしまった・・・
6:30 | わべ: もう草なんよ
6:31 | ゆーここ: こんばんは
6:31 | 蒟蒻: おい、おい！！
6:31 | (Member (6 months)) 烏骨鶏: :_cheer::_cheer::_cheer:
6:31 | ロム: ぎゃこつ
6:31 | virg: もう終わった…
6:31 | ジジ猫: りっくんきちゃ
6:31 | 麦チョコ: りっくん！？
6:31 | イット: ダメそう
6:31 | Takaya Kuroda: 田角
6:31 | Denise Yang: 社長ｗｗｗｗｗ
6:32 | SEN KANE: 回鍋肉…？
6:32 | いとまい: 草
6:32 | Emi: もう草
6:32 | ドラゴン: こんばんは〜
6:32 | 10kiti じゅーきち: きちゃ
6:32 | こらふ: 草
6:32 | 名前を入力してください: あんていのたたみ
6:33 | (Member (1 month)) ソラ: こんばんは！！
6:33 | 鳶坂: 草
6:33 | すず: :virtualhug::virtualhug::virtualhug:
6:33 | たんたんめん: もう草
6:33 | ゆうろ-YUURO-: きたぁ
6:33 | なすな: 田角ぃ
6:33 | 藤井まほ: きちゃ！
6:33 | ここまるﾃｧ: きちゃあああ
6:33 | あく子_Akukooo: hewwo
6:33 | babicas: 寄せ鍋の方で来たかぁ
6:33 | energy _s: もう草
6:33 | 岩瀬: こんばんはー
6:33 | 朝霧夕雪: こんばんは
6:33 | 味噌: 始まってしまった
6:33 | エンバー: 田角コラボは熱い
6:34 | H.H.: いつものセット
6:34 | (Member (2 months)) traveler: :_cheftoka::_cheftoka::_cheftoka:
6:34 | ハチ公閣下: もう駄目だ
6:34 | 花村リボン: きた！！
6:34 | アリス☆: 草
6:34 | (New member) DAI 1024: もう違う
6:34 | しゃん: キター！
6:34 | ちゃま: 草
6:34 | ジューン: やはり鍋…
6:34 | 夕方: 王冠で草
6:34 | (New member) ZenBoze: ミルクパン
6:34 | to sa: でたわね
6:34 | chia lin lin: hello~
6:35 | a i: 始まってしまった・・・ｗ
6:35 | (Member (6 months)) DoJ: 安定のりっくん
6:35 | がっちゃ: 開幕草
6:35 | ツナンジュ: きちゃ
6:35 | ライン: もうだめそう
6:35 | dame: いつもの
6:35 | aya: いつもの畳
6:35 | nickel: うわぁポットだ・・・
6:35 | きたなくねぇ花火: きったね
6:35 | 37.0℃: 鍋だと！？wwww
6:35 | てん: 鍋おるうううう
6:35 | おばっち: やしきずが遺影みたいに
6:35 | yasubei: もう笑う
6:35 | CG echo: 準備中？
6:36 | るあ: せめて食べられるものを作ってくれ
6:36 | あーかるむ: 絵面がでもう笑う
6:36 | kou: 鍋だぁ
6:36 | 白玉: Kotoka,ganbare!
6:36 | しおぬきしおらーめん: りっくん暖簾がｗｗｗ
6:36 | (New member) フヨウ: 出たよこの鍋
6:36 | (New member) ぐちお: 親の田角より見た田角
6:36 | しーじゃっく: きたわね
6:36 | 蒟蒻: 片手鍋？？？？？？？
6:36 | シトロエン: いつもの
6:37 | ペン777: なんだこの下敷き！！
6:37 | KICKS: 既に草
6:37 | godflower: りっくんｗ
6:37 | こちぺけ2: なんやねんそのマットw
6:38 | ニュイーンセイロン: りっくん
6:38 | アア: りっくんが鍋敷に
6:38 | Jippa: はい
6:38 | ボンｰBon-: いつもの光景ですね
6:38 | 白坂つづら: 田角ｗ
6:38 | hisα: 鍋で草
6:38 | ぱらいそ: もう草
6:38 | hei: もう草
6:39 | 𝒄𝒉𝒂𝒎𝒂𝒓𝒖: りっくん....
6:39 | 源光政: りっくんｗ
6:39 | wakasagi: きちゃ
6:39 | to sa: こんばんは
6:39 | Lightning o‐zyan: 田角社長ｗｗｗｗｗ
6:39 | inazyo: いつものセット
6:40 | Tanred: もうダメそう
6:40 | 溶解人間ゲル: はいwww
6:40 | 日暮夕: あっ……
6:40 | 青樹ツバサ: 絵面でもう面白い
6:40 | れん: もう目が死んでる…
6:40 | 雨粒: oh....?
6:40 | ヤマナカ: はじまった～
6:40 | つ。: もう怪しい
6:40 | ウルといっしょ: やしきず可愛い帽子被せてもらってるやん！笑
6:40 | mop: 田角ぃ…
6:40 | nono: 畳のうえだー
6:41 | go tomo: もうダメそう
6:41 | このはずく: 本日の被害者
6:41 | 兎餅: あっtー
6:41 | るみ: りっくん敷かれてて草
6:41 | やた福: 草
6:41 | ダイヤ: 社さーん！頑張ってくれぇ！！
6:41 | ノヴァ: なんか敷いてる
6:41 | よわぴー: こんばんは〜！
6:41 | LANC / ランク: 来たわね
6:41 | (Member (6 months)) Mick McBaldy: konbanwaaaa
6:41 | 豆鹿: こんばんは～
6:41 | 橘 都奈[ﾀﾁﾊﾞﾅ ﾐﾔﾅ]: もう不穏だ
6:42 | 狸まるっと: りっくんw
6:42 | ゆめ: Hi koto!
6:42 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: 安定の畳IHりっくん
6:42 | 綺坂夢羽: もう不穏
6:42 | 味付けタマゴ: 田角ぃ！
6:42 | 腐れ外道眠り猫: 社さぁ…ん
6:42 | ガン黒たまごちゃん: 鍋:thinking_face:
6:42 | ひつじ: はい・・・
6:42 | (Member (2 months)) ハントヴィクター: 鍋だよ……
6:42 | マトイ: 社長！？
6:42 | 切[せつ]: 田角がぼろぼろだよ・・・
6:43 | sim: 社コック長
6:43 | こんぱる: りっくん
6:43 | Jun: すでに鍋
6:43 | メルト: はじまったぁぁぁあ
6:43 | rakugaki 07: 草
6:43 | にじんすきー: 3人いるな！
6:43 | こうちゃまる: さて…
6:43 | ホウライシ: こんばんはー
6:43 | bookmarks.: りっくんwwwww
6:43 | 富士介: きました
6:43 | ジジ猫: 社長コラボあち～
6:44 | 蒟蒻: なんで鍋があるんだよ！
6:44 | ナシゴレン: 不安しかない画面
6:44 | Ookurikara: www
6:44 | ミル: たずみん！
6:44 | 小島優太: wwwwww
6:44 | ナタ: 開幕絶望
6:44 | M O: ツッコミどころが多い
6:45 | るい: 田角で草
6:45 | (Member (2 months)) anskin: :_cheer::_cheer::_cheer:
6:45 | ゲッコウ: 社先生がんばえ〜
6:45 | 成瀬結弦: こんばんはー
6:45 | まる: やっぱり畳
6:45 | わっしー: りっくんを下敷きにｗ
6:45 | ゔぁるちゃあ: きちゃない
6:45 | あぶりかぶり: ミュートじゃないだと！？
6:45 | はちみー: もうおもろいｗｗ
