-0:13 | (Member (2 months)) シキマリ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:02 | (Member (1 month)) ALISA🥀🌙: HI TENCHOU:_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:02 | (Member (2 months)) Mitchie Soren: He forgor 
1:02 | (New member) Doki: LMAO
1:03 | bruh: so dark??
1:03 | Mikoto_: LMAO
1:03 | (New member) Cuddle: □□
1:03 | Salfa: LMAO
1:03 | (New member) serin ♡: HELLOOO
1:03 | (New member) Mayumi: □
1:03 | SHARKBAIT : LMAOO HII TENCHOU
1:03 | SilentMystic: PLS HE FORGOR
1:03 | (New member) カズラ: lol
1:04 | (Member (1 month)) スモアくん: :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:
1:04 | (New member) 🎀 Lyrit 🎀: H HE FORGOT
1:04 | (Member (2 months)) めいこ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:04 | Inoue Ryuu: Kombawa Alba
1:04 | (Member (2 months)) kollapsi: wwwwwww
1:04 | (Member (2 months)) さき: Hi Alban:_AlbanCry::_AlbanCry::_AlbanCry:
1:04 | 硯: hi！
1:04 | DrinKing: hiiiiiii！！！
1:04 | ciel phantomehive: ahh your voice albann
1:05 | (New member) Alis: MY EARS
1:05 | (Member (2 months)) bosatsu_chan: ＼メンバーあり！／
1:05 | (Member (2 months)) 夜雪 ye xue: LMAOOO
1:05 | (Member (1 month)) すい: hi!!!!!!!
1:05 | (New member) Yellish: hiiiiii
1:05 | (Member (2 months)) chuu shiyou: lmao 
1:05 | ぬるで: hii
1:05 | (New member) miru: Omg
1:05 | (Member (1 month)) Mefan__米飯: LMAOOOO 
1:06 | (New member) 夜子: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:06 | (New member) Oh Knyox ☀️🥖: OMFG
1:06 | (Member (1 month)) Cornellie | コーネリ: doki doki suru
1:06 | (Member (1 month)) あさぎり: so dark…
1:07 | (Member (1 month)) Alto Ether: :_AlbanWhat:
1:07 | Yiyi: lmao
1:07 | (Member (2 months)) Kailess: not the alerts lmaooo
1:07 | ちゃ: I’m dead
1:07 | (New member) Yuyu: Hi Alban
1:07 | 許子芹: hi
1:07 | (New member) marimon: □□
1:07 | F S: メンバーあり！！
1:07 | (Member (1 month)) kanae: クリックの音する…
1:07 | 美晴: こんばんはー！
1:07 | (New member) Onion: Www 
1:08 | (Member (2 months)) Guri Lily: :_AlbanWhat::_AlbanWhat::_AlbanWhat:
1:08 | (Member (2 months)) blue cherry: HE FORGOR LMAO
1:08 | (New member) ちな: どきどき
1:08 | (Member (2 months)) machi: HIII ALBAN
1:08 | always ∗ 雫: HIII ALBANNN
1:08 | 灰塵huī chén: hiiiii
1:08 | (Member (2 months)) えいりちゃんEiri-chan: メンバーありw w w
1:08 | (New member) 貓毛maoo máo: LOL
1:08 | moyiyi: hihihih~~~
1:08 | 安裕anyuuuu: hi！！！！！！
1:08 | (Member (1 month)) Kana Nixx: メンバーあり LOL
1:09 | Nella: HELLOO ALBANNNN:orange_heart::orange_heart::orange_heart::orange_heart:
1:09 | (Member (2 months)) アイス: lmaoooo
1:09 | 百瀬真姫: クソデカメンバーあり！！www
1:09 | Lilin: hi alban!
1:09 | piss: Hiii
1:09 | YURINA: ああああああ:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
1:09 | ItsRei_: hello Allban:smiling_face_with_smiling_eyes:
1:09 | またたび: やばーーい！！
1:09 | (Member (2 months)) Kiwa chan: tskr
1:09 | (New member) しょこらんぬSyoko-rannu: □□□
1:09 | ゆゆ: はろー！
1:09 | (Member (2 months)) rua_xx_r: :_AlbanWhat::_AlbanWhat::_AlbanWhat:
1:09 | (New member) inari: doki doki:_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:09 | peedcha: hi
1:09 | Fish玉: Hello!
1:10 | (Member (2 months)) ろく: OMG
1:10 | (New member) Yellish: □□□
1:10 | (Member (1 month)) すきやき: LMAO
1:10 | (New member) Piyomoぴよも: :_AlbanNya::_AlbanNya::_AlbanNya:
1:10 | (Member (2 months)) Naga: he forgor
1:10 | 岩本公美子: :orange_heart::orange_heart::orange_heart:
1:10 | (Member (2 months)) Lily(MarshmallowBunny)🐇: :_AlbanLaugh::_AlbanLaugh::_AlbanLaugh:
1:10 | (Member (1 month)) kanae: 最高やん
1:10 | Uzuen: LMAOO
1:11 | (Member (2 months)) おかゆ: しにそう
1:11 | SHARKBAIT : :orange_heart::orange_heart::orange_heart:
1:11 | cheese: he forgor
1:11 | nicole yu : hiiiiii alban
1:11 | KuroiTenshi : HII ALBAN
1:11 | (New member) 理萌りも: LMAOOO
1:11 | (Member (1 month)) ALISA🥀🌙: Are u ok LOL
1:11 | (New member) ほのさん: もうすでに耐えられない、、ないてる
1:11 | (Member (2 months)) nico: LMAO
1:11 | (Member (2 months)) Nana.___.‪: he forgor lmaooo
1:12 | (Member (1 month)) すい: tekr
1:12 | PL Kazo: so dark lmao
1:12 | Qlean: Hiiiiiiiiii
1:12 | 彰人くん推し: アルバーンくん大好き！！！！！！！
1:12 | (New member) Reppepmint: You forgot to turn a notice sound lmao
1:12 | (Member (1 month)) 油花: music is a little loud
1:13 | せつこ: すき
1:13 | SilentMystic: LMAOOOOO
1:13 | (Member (1 month)) イロハ: 今日もかわいいね□□□
1:13 | (Member (2 months)) machi: LMAOOO
1:13 | (Member (2 months)) ゆぱちゃん_Yupa-chan: :headstone::handshake::headstone:
1:13 | 虛凌XuLing: TSKR
1:13 | (New member) ねぎねぎ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:13 | d3stinyyz: AHAHAHA
1:13 | ciel phantomehive: so cuteeeeee
1:13 | (Member (1 month)) 💎 Lezu [Alban'sDiamond]: SO CUTE:_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:14 | Maria Roby Rose Garcia: HIIII ALBAN!! :orange_heart::orange_heart::orange_heart:
1:14 | (New member) Onion: :_AlbanHeh:
1:14 | (Member (2 months)) coco: HI TENCHOU □
1:14 | きょう壱: Hii
1:14 | こむぎ: こんばんは！
1:15 | (New member) fafa: T S K R
1:15 | Kit Kat: TSKR LAUGH THANKYOU
1:15 | (Member (1 month)) すい: tskr
1:15 | ナナ: alban!!!
1:16 | (Member (2 months)) しおみそ: こんばんわ！
1:16 | (Member (1 month)) Corn 2.0 🌽: ITS OKAY
1:16 | (Member (1 month)) Sora: こんばんは:_AlbanHype:
1:16 | (Member (1 month)) Maliciousli 🧸: LMAOO ITS ALRR
1:16 | (New member) -ririmaru-: 本当にやばい
1:16 | rei: 楽しそうよかった:smiling_face_with_hearts:
1:16 | Pierre Martin Vanrouge: hi hello
1:17 | 月靈: Hi Alban 
1:17 | (New member) arisu <3's you ! : alban forgor ...
1:17 | AgiiChan Ꮚ◕ ꈊ ◕Ꮚ .｡⁠* '•: oh gosh :face_with_tears_of_joy:
1:18 | (New member) Hirari🦋: hi Alban□□□□□
1:18 | Liz: I just woke up hello
1:18 | (New member) 🔗채tsaiyiyiyi일🥽: hiiiii
1:18 | (Member (1 month)) Valice Choco ( ͡°³ ͡°): i cant hear you huhuhu
1:19 | moko moko: アルバーン、こんばんは！
1:19 | ホタル Hotaru: lmao
1:19 | Avea: Alban sending all positive vibes, you can do this!!
1:19 | Wann: Hi Alban!
1:19 | rui: hiiiiii
1:20 | SHARKBAIT : :orange_heart::orange_heart::orange_heart:
1:20 | あんり: かわいい:orange_heart::orange_heart::orange_heart:こんばんわ:smiling_face:
1:20 | (Member (1 month)) Dani: LOLLLLL
1:20 | (New member) いあ: あぁ〜〜
1:20 | (Member (2 months)) ichi: THE NOTIF SCARED THE F OUT OF ME
1:20 | (Member (1 month)) ZOE☁️: LmAO
1:21 | (Member (1 month)) もえらき: かわいいいーーーー□□□
1:21 | (New member) Alceowww: LMAOO
1:21 | (Member (1 month)) FINA@0307🐈‍⬛: hiiiiiiii
1:21 | (Member (1 month)) goose: that was outta nowhere lmao
1:21 | にこ: :loudly_crying_face::loudly_crying_face::loudly_crying_face:
1:21 | (Member (1 month)) kanae: やばいやばい
1:21 | (Member (1 month)) イロハ: だいじょうぶだよ
1:22 | (New member) Doki: Not the forgor :skull:
1:22 | shortestduck: HELLOOOOOOO
1:22 | ぇ: Help
1:22 | (Member (2 months)) 🎭 Hirai Aki 🕒: hahaha it's fine
1:22 | (Member (1 month)) Natsuki: メンバーあり！ｗｗｗ
1:22 | (Member (2 months)) roji: LMAOOOO
1:22 | 凛: かわいい
1:23 | (Member (1 month)) 秦沅Lillian: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:23 | (New member) serin ♡: OMGGAIHFDASJD
1:23 | (New member) WANO【わの】: :_AlbanCry::_AlbanCry:
1:23 | (New member) Reppepmint: Hahahah it’s okayyy
1:23 | (New member) あむ。amu: 笑ってるの草
1:23 | NAINA SYIFA: hello:smiling_face:
1:24 | (New member) noname🎭: :_AlbanBlessed::_AlbanBlessed:
1:24 | (Member (1 month)) Tea [ ティー ] : you're too cute
1:24 | (Member (2 months)) Nana.___.‪: 大丈夫だよw
1:24 | 汪(੭ु`;ω;´)੭ु: FORGOR
1:24 | peedcha: LMAO
1:24 | (Member (2 months)) CristalFlower: he forgor LMAOO
1:24 | (New member) 🎀 Lyrit 🎀: he forgor ah-
1:24 | (New member) miru: Sinu 
1:24 | (Member (1 month)) ley: LMAOO HI TENCHOU
1:24 | (New member) *sayapi《さやぴ》: こんばんはアルバーン！□
1:24 | (Member (1 month)) Solynne~*: Hello Alban
1:25 | SilentMystic: OMG IM NOT READY HOLY SHIT
1:25 | (Member (2 months)) シキマリ: LOL
1:25 | 海雲(みくも)れむ: わらってるｗｗｗ
1:25 | (Member (2 months)) Chichi·Li: :_AlbanWhat:□
1:25 | (Member (2 months)) かげの_Kageno_—3—: he fogor wwwwww
1:25 | (New member) QueenAlice: its okayyy
1:25 | Roro!!: LMAO
1:26 | ホタル Hotaru: TsKRrrr
1:26 | (New member) しかりゆ: :_AlbanCry::_AlbanCry::_AlbanCry:
1:26 | (New member) cyan: awwwwwwwww
1:26 | (Member (1 month)) Mochiii: LMAO
1:26 | (Member (1 month)) Yasmeen: I am here ready to die:place_of_worship:
1:27 | SHARKBAIT : HI TENCHOUUU
1:27 | (Member (2 months)) Keru: TSKR
1:27 | (New member) はいろ: hi〜
1:27 | (Member (2 months)) さき: まってむりなく
1:27 | なとり: awwwwwww
1:28 | (Member (2 months)) Artistic Being: Hello!!
1:28 | のりまき: かわいいなあああ
1:28 | (New member) しょこらんぬSyoko-rannu: 反則！！！
1:28 | 白星White_Star: wwww
1:29 | (New member) いぬぽぽん: :_AlbanTehepero::_AlbanTehepero::_AlbanTehepero:
1:29 | (Member (2 months)) Kiwa chan: tskr
1:29 | (Member (2 months)) みおさん: 笑ってるww
1:29 | Jumin 🎭🕒: Hello Alban:orange_heart::orange_heart::orange_heart: good morning 
1:29 | (New member) 秋月: □□
1:30 | (Member (2 months)) アイス: wwwww
1:30 | 紙飛行機。: kawaii...
1:30 | えりな🎭🦊: TSKR
1:31 | (New member) カズラ: だいじょうぶ たすかる
1:31 | (Member (1 month)) MASUMI: なんかこっちもわらけてくる
1:32 | Xiao Na: Hi Albannnnnnnn
1:32 | FLOOF: Hi Alban!
1:32 | 彰人くん推し: アルバーンくん大好き！！！！！！！
1:32 | (Member (2 months)) めいこ: Hi Alban
1:32 | Alejandrina Castillejo: HIHIHIHIHIHI
1:32 | PurpleGurl⭐🪻: Hi alban!!
1:32 | (Member (1 month)) Dani: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:32 | (Member (2 months)) めかぶちゃん: もう既に助かる
1:33 | (Member (1 month)) as / Azu: HI ALBAN
1:33 | (Member (2 months)) Artistic Being: ITS OK LMAOOO
1:33 | Carla ina: Hi alban
1:33 | (Member (2 months)) Mitchie Soren: LMAOO
1:34 | 汪(੭ु`;ω;´)੭ु: BRUH
1:34 | Riho: wwwwww
1:34 | (Member (1 month)) Ranicchi: ??
1:34 | (New member) nao: にやけちゃう
1:34 | 虛凌XuLing: TSKR
1:35 | Snow_羊兒: TSKR
1:35 | (New member) KAKI🐿🌿: wwww
1:35 | (Member (1 month)) Mayra : lmaooo
1:35 | (Member (1 month)) もりもりおまめ: めっちゃ笑ってて草
1:35 | (Member (1 month)) goose: LOL
1:35 | Odette: こんばんは！！
1:35 | (New member) Jaykuss: Hahahha
1:35 | 余光residual: FBI turn on the light!
1:35 | Jumin 🎭🕒: :face_with_tears_of_joy::face_with_tears_of_joy:
1:35 | Kohi: こんにちわ:orange_heart:
1:36 | Cheska Aelia: TSKR
1:36 | Roro!!: he forgor
1:37 | Incognito Spaghet: Why is he laughing?
1:37 | (-fandomartss-): wew tskr cute laugh
1:37 | そらさや: こんばんは:sparkles:
1:37 | (Member (2 months)) blue cherry: TSKR
1:37 | (Member (2 months)) さき: :_AlbanCry::_AlbanCry::_AlbanCry:
1:37 | ciel phantomehive: why is it dark?
1:37 | Salfa: IT'S ALRIGHT
1:37 | (Member (2 months)) Hunguang: :_AlbanDekopin:
1:37 | yezhu.>~<_1104: hi！
1:37 | 灰塵huī chén: lmao
1:37 | ぬん: 耳ないなった
1:38 | (Member (2 months)) Nana.___.‪: lmaooo
1:38 | 六花 Snowy: hi tenchou
1:38 | みんみん: Hi,Alban
1:38 | Nina Naja: I cannot hear what you say ;-;
1:38 | (Member (2 months)) まめた: lol
1:39 | Miyemoon: TSKR
1:39 | ぱとしあ: LMAO
1:40 | (Member (1 month)) ALISA🥀🌙: Un daijobu Tenchou
1:40 | (Member (1 month)) もえらき: アルバニャンかわいすぎ
1:40 | (New member) Snowy_Ghost🎭♦️: Hi Alban!□
1:41 | (Member (2 months)) NikkisCupATea: laugh tskrr
1:41 | 凛: にやけるのわかりみが深い
1:41 | 桃香: ASMR配信だから画面が暗くて静かなんだ
1:41 | (New member) YUNA chan: LMAO
1:41 | (New member) Jaykuss: :_AlbanBonk::_AlbanBonk::_AlbanBonk::_AlbanBonk:
1:41 | (Member (1 month)) CLeo（クレオ）: TSKR!!
1:42 | (Member (2 months)) めかぶちゃん: はい？
1:42 | (New member) *sayapi《さやぴ》: かわいいから大丈夫！
1:42 | Jordan: The lights are off :pensive_face::pensive_face:
1:42 | Tiana: cutieee
1:43 | (Member (2 months)) rua_xx_r: 画面暗くしてくれてるのありがとう:loudly_crying_face:
1:43 | (New member) lillie 🌱: hii!
1:43 | むあら: かわいいーー！！！！！！！！:orange_heart::orange_heart::orange_heart:
1:43 | もどき_modoki: OMG
1:44 | (Member (1 month)) Mefan__米飯: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:44 | weiwei: helloooo
1:44 | (Member (2 months)) えいりちゃんEiri-chan: めちゃくちゃ笑った
1:45 | 𝗬𝗜𝗡! ☆: Your so cute
1:46 | (New member) Artemis: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:46 | (New member) SuuMe🌨: 今日命日かも
1:46 | (Member (1 month)) Aimmercup: :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
1:46 | 岩本公美子: みみがああああああ
1:46 | Mia: good morning
1:46 | (New member) Oh Knyox ☀️🥖: whats that is it raining
1:47 | (New member) サニー: its dark sonny
1:47 | (Member (1 month)) イロハ: LMAO:_AlbanLaugh::_AlbanLaugh::_AlbanLaugh:
1:47 | (Member (1 month)) __ shiori: Hi alban□□□
1:47 | (Member (1 month)) RIN: こんばんは□
1:48 | (Member (1 month)) Alto Ether: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:48 | _ことね_: やばいやばい
1:48 | Yu _ K: 泣けてきた
1:48 | karin: lol
1:48 | (Member (1 month)) Tea [ ティー ] : LMAO
1:48 | (Member (1 month)) noomnim 🌻: Helloooo
1:48 | 白shiro: Hiiii Alben 
1:48 | Cirticus Sycamore: LMAO
1:48 | (New member) ほのさん: はあ、はあ、
1:48 | Qing: TSKRRRRRR
1:49 | 凍えるゴンザブロウ佐助: ああああああああああああ
1:49 | amiru: LMAO
1:49 | にこ: cuuute！！
1:50 | Cheska Aelia: good evening alban
1:50 | (New member) NongTen: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:50 | (New member) Yanie Artemis: Lmaoooo
1:51 | (Member (1 month)) Corn 2.0 🌽: ALBAN ADLKSDJS
1:51 | SHARKBAIT : LOLL
1:51 | ulu: TSKR
1:51 | (Member (1 month)) Tea [ ティー ] : you forgor again
1:51 | (New member) Mayumi: TSKR
1:51 | maruyu: 耐え！w
1:51 | (Member (1 month)) Miu: LMAOO 
1:51 | d3stinyyz: WWWWWWWWWWWWWWWWWWWW
1:51 | (Member (1 month)) punny: Hello Alban□□
1:51 | (Member (2 months)) まめた: TSKR
1:51 | (New member) Cloud Cadet: Oh my
1:52 | weiwei: LMAOO ITS OK
1:52 | (Member (1 month)) 我要睡覺 PY: :_AlbanHype::_AlbanHype::_AlbanHype:
1:52 | (New member) 🎀 Lyrit 🎀: SJJSJSJSJS
1:52 | Iffah Rasyiqah: omg
1:52 | (Member (2 months)) ichi: sasuga tenchou
1:52 | SilentMystic: ITS ALRIGHT
1:52 | h_honey: tskr
1:53 | PL Kazo: wwwww
1:53 | (Member (2 months)) blue cherry: LMAOOO
1:53 | にんにん: こんばんは〜
1:53 | (Member (2 months)) roji: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:53 | (New member) arisu <3's you ! : is the lights off there ??? it's dark
1:53 | Isabella Kim: ALBANNNNN
1:53 | (New member) -ririmaru-: ｗｗｗｗ
1:53 | (Member (2 months)) 夜雪 ye xue: □□□
1:53 | (Member (2 months)) Anne ねこ : Hello
1:53 | (New member) cyan: LMAO
1:53 | 彰人くん推し: かわいいいいいい
1:53 | akanzxp: ooh hahha
1:54 | (Member (1 month)) 夜雨: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
1:54 | AgiiChan Ꮚ◕ ꈊ ◕Ꮚ .｡⁠* '•: hahahahahaha
1:54 | (Member (1 month)) Maliciousli 🧸: LMAO
1:55 | (Member (1 month)) Tea [ ティー ] : why are you too cute
1:55 | ナナ: tskrrrrrr
1:55 | saki-chan💫💜: :flushed_face::flushed_face::flushed_face:
1:55 | (New member) yuina: :_AlbanHype::_AlbanHype::_AlbanHype:
1:55 | Jinxie: lmaoo
1:55 | (Member (2 months)) Kailess: omg
1:55 | (Member (2 months)) coco: :_AlbanCry::_AlbanCry::_AlbanCry:
1:55 | (New member) Piyomoぴよも: 耐えて…耐えるのよ
1:56 | Thy: Hello
1:56 | (Member (1 month)) 油花: oh god
1:57 | (Member (2 months)) Artistic Being: LMAOOOOOO
1:57 | (Member (1 month)) mugio[むぎお]: もうやばい
1:57 | (Member (2 months)) みんとっと: わろてるやんw
1:57 | Naochan: so clumsy lmao cute uwu
1:57 | (Member (1 month)) Sora: tskr□
1:57 | (Member (2 months)) Mitchie Soren: I loooove scuff 
1:57 | (Member (2 months)) さき: 楽しそうでなによりです
1:57 | ふゆたけ: LMAO PLEASE
1:57 | kxzuha _: i cant hear u too much
1:57 | Misakey_Carrotcake: TSKR!
1:57 | (Member (1 month)) Valice Choco ( ͡°³ ͡°): omg huwaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1:57 | (Member (1 month)) 樹(いつき-itsuki): lmao
1:58 | NAINA SYIFA: hi!
1:58 | (Member (1 month)) Tea [ ティー ] : i thought i was just hearing things
1:58 | V: HAHAHAHHAHA
1:58 | (Member (1 month)) ley: LMAOO
1:58 | mi ho: あばばば
1:58 | Zee leen: Hi
1:58 | (Member (2 months)) blue cherry: :_AlbanDekopin::_AlbanDekopin:
1:58 | (Member (1 month)) あさひ: 隣におる！！
1:59 | Luna: TSKRRR
1:59 | (New member) かなちゃ: □□□
2:00 | (New member) Hirari🦋: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
2:00 | Akawr.: Why it’s so dark :loudly_crying_face::loudly_crying_face::loudly_crying_face:
2:00 | 涼羅木あげは(ageha): :coffin::coffin::coffin::coffin::coffin::coffin::coffin::coffin::coffin:
2:00 | もどき_modoki: しんだ…
2:00 | (Member (2 months)) Mini ⭐️: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
2:00 | Asmodeus: no sound
2:01 | (Member (1 month)) A min: □□□
2:01 | (New member) あむ。amu: ゲラｗｗｗｗｗ
2:01 | Kaira: what is he saying
2:01 | (New member) WANO【わの】: omg,,,,,,,,,hi alban
2:01 | PAPER: nyooooo icannot see you on light
2:01 | ̇ ̊ʚ はにゃめろ ɞ ̊ ̇: やばい
2:01 | Salfa: LMAO
2:01 | isui: Hi Alban
2:01 | saki-chan💫💜: TSKF
2:01 | Miaaaaaaa: LAMO
2:01 | (Member (1 month)) Lu tai: Hiiii！
2:02 | Lokiii: HELLOOO
2:02 | (Member (2 months)) mono drama: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
2:02 | (New member) 은서: □□□
2:02 | (New member) めぽぽ: わろてるww
2:03 | Xuan: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
2:03 | chico: hi alban!!
2:03 | weiwei: the mic is off now :pleading_face:
2:04 | (Member (2 months)) Audrey Mihardja: ah ah so cute
2:04 | mi ho: TSKR
2:04 | maichi: koreha
2:04 | (New member) 🎀 Lyrit 🎀: :_AlbanDekopin:
2:04 | ホタル Hotaru: okayyyy
2:04 | Mallow0623: Lmaooo #professional 
2:05 | (New member) Cloud Cadet: I think you turned both off
2:05 | (Member (1 month)) Corn 2.0 🌽: WHEEZING RN 
2:05 | 話嘮阿琦 Julia: the light is DARK!
2:06 | よよ: こんばんはー！！！
2:06 | みきちゃん(miki chan): aaaa
2:06 | cinao: wowomg
2:06 | K.T: Morning
2:06 | (New member) uhhh yuu: h hi
2:06 | (Member (2 months)) もみじ: tskr :face_with_tears_of_joy:lmaoooo
2:06 | 涼羅木あげは(ageha): :coffin::coffin::coffin::coffin::coffin::coffin::coffin::coffin::coffin::coffin:
2:06 | LaynArtz: I'M SO EXCITED!
2:07 | へキシ口ス: hi alban
2:07 | Lazerzz: Tskr
2:07 | (New member) Arukine: :_AlbanBlessed:
2:07 | (Member (2 months)) しおみそ: OMG
2:07 | (Member (1 month)) ちーちゃん: ささやき声あかん…心臓無いなった…
2:07 | Wann: how ever tskr
2:07 | (New member) AAAstrid: 先に用意します......†┌┘墓└┐†
2:07 | (Member (1 month)) MASUMI: 耐えるんだ皆！
2:07 | なとり: しんぞうなくなる
2:07 | (New member) イれね: Help lmao
2:08 | (New member) しょこらんぬSyoko-rannu: 泣いてる:_AlbanCry::_AlbanCry::_AlbanCry:
2:08 | しの: とても やばい！
2:08 | みご: たすかる！！！！！！！！！！！！！！！！！！！！
2:08 | (Member (2 months)) モコ-Moko: hello
2:09 | Astraea's Archive: Hi guys!!
2:09 | Katie: Hi Alban:orange_heart::orange_heart:
2:09 | (New member) 梶村ゆゆゆ[YUYUYU]: 最後までもたないかもしれん
2:09 | (Member (2 months)) freckle: □□
2:10 | (Member (2 months)) さき: 心臓いたい:_AlbanCry::_AlbanCry::_AlbanCry:
2:10 | (New member) yuina: hello
2:10 | (Member (2 months)) 夜雪 ye xue: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
2:10 | きうい: tskr
2:10 | (Member (2 months)) CristalFlower: LMAOO
2:10 | yi chen: TSKR
2:10 | 虛凌XuLing: I love you:orange_heart:
2:11 | (New member) ねこぴ: やばすぎる
2:12 | chen: hi alban~:orange_heart::orange_heart::orange_heart::orange_heart:
2:12 | Thy: Why so dark here?
2:12 | (New member) サニー: turn on the light omg alban
2:12 | Ninaღ にな: HI
